what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1330043099577
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1330043099733
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1330043099874
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1330043100030
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1330043100181
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1330043100361
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1330043100551
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1330043100791
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043119142
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043120811
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043126831
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043127734
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043140019
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043141200
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043142837
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043143917
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1330043146687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043148089
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043151677
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1330043151959
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043187694
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043189771
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043190768
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043199874
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330043201230
