what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042180077
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042181996
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042183540
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042505556
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042507085
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1330042508926
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1330042510377
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1330042510439
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1330042510486
started,bundle,org.eclipse.acceleo.ide.ui,0.8.1.v200909161003,"org.eclipse.acceleo.ide.ui",1330042510486
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1330042510673
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1330042520251
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042566662
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042847696
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042849740
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042919884
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.file.newQuickMenu",1330042921973
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042924056
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042936948
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330042937026
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330042937057
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042961505
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042963894
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042964544
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1330042966959
